Date,Product_ID,Product_Name,Category,Opening_Stock,Units_Sold,Stock_Received,Closing_Stock
2025-03-11,P149,LED Bulb V2,Home,170,2,7,175
2025-03-11,P151,Cleaning Kit V1,Home,114,2,3,115
2025-03-12,P104,Keyboard V2,Electronics,408,3,4,409
2025-03-12,P149,LED Bulb V2,Home,166,3,3,166
2025-03-13,P103,Keyboard V1,Electronics,270,1,3,272
2025-03-13,P114,Webcam V3,Electronics,290,3,6,293
2025-03-13,P118,Notebook V1,Office,286,1,3,288
2025-03-13,P132,File Folder V3,Office,213,3,3,213
2025-03-13,P137,Water Bottle V2,Home,155,1,3,157
2025-03-13,P141,Storage Box V3,Home,360,5,8,363
2025-03-13,P144,Table Clock V3,Home,265,1,5,269
2025-03-13,P145,Cushion V1,Home,192,1,3,194
2025-03-13,P147,Cushion V3,Home,256,1,4,259
2025-03-13,P150,LED Bulb V3,Home,213,3,5,215
2025-03-13,P168,Desk Mat V3,Accessories,423,2,4,425
2025-03-13,P179,Biscuits V2,Grocery,243,2,2,243
2025-03-14,P146,Cushion V2,Home,348,2,7,353
2025-03-14,P179,Biscuits V2,Grocery,192,2,6,196
2025-03-15,P108,Headphones V3,Electronics,342,4,4,342
2025-03-15,P174,Coffee V3,Grocery,243,4,1,240
2025-03-16,P105,Keyboard V3,Electronics,223,4,9,228
2025-03-16,P119,Notebook V2,Office,308,2,0,306
2025-03-16,P149,LED Bulb V2,Home,112,2,4,114
2025-03-16,P153,Cleaning Kit V3,Home,310,6,2,306
2025-03-16,P162,Charging Cable V3,Accessories,68,2,3,69
2025-03-16,P163,Power Bank V1,Accessories,418,2,2,418
2025-03-16,P173,Coffee V2,Grocery,294,2,2,294
2025-03-17,P118,Notebook V1,Office,314,3,7,318
2025-03-17,P135,Stapler V3,Office,385,1,6,390
2025-03-17,P149,LED Bulb V2,Home,72,2,2,72
2025-03-18,P104,Keyboard V2,Electronics,304,1,1,304
2025-03-18,P121,Office Chair V1,Office,250,3,3,250
2025-03-18,P150,LED Bulb V3,Home,249,4,5,250
2025-03-18,P153,Cleaning Kit V3,Home,297,1,3,299
2025-03-18,P168,Desk Mat V3,Accessories,326,1,2,327
2025-03-18,P172,Coffee V1,Grocery,169,1,1,169
2025-03-19,P139,Storage Box V1,Home,155,3,3,155
2025-03-19,P143,Table Clock V2,Home,191,1,1,191
2025-03-20,P126,Desk Lamp V3,Office,290,3,5,292
2025-03-20,P129,Printer Paper V3,Office,203,1,2,204
2025-03-20,P137,Water Bottle V2,Home,106,2,2,106
2025-03-20,P149,LED Bulb V2,Home,140,1,2,141
2025-03-20,P152,Cleaning Kit V2,Home,224,3,2,223
2025-03-20,P171,Travel Pouch V3,Accessories,291,3,3,291
2025-03-21,P123,Office Chair V3,Office,152,5,3,150
2025-03-21,P141,Storage Box V3,Home,334,3,7,338
2025-03-21,P151,Cleaning Kit V1,Home,262,1,4,265
2025-03-21,P168,Desk Mat V3,Accessories,374,1,5,378
2025-03-22,P134,Stapler V2,Office,235,4,4,235
2025-03-22,P140,Storage Box V2,Home,196,2,6,200
2025-03-22,P142,Table Clock V1,Home,146,1,3,148
2025-03-22,P150,LED Bulb V3,Home,232,2,6,236
2025-03-22,P151,Cleaning Kit V1,Home,150,3,3,150
2025-03-22,P158,Phone Case V2,Accessories,217,2,4,219
2025-03-23,P107,Headphones V2,Electronics,191,4,3,190
2025-03-23,P125,Desk Lamp V2,Office,231,1,3,233
2025-03-23,P142,Table Clock V1,Home,160,2,7,165
2025-03-23,P145,Cushion V1,Home,161,2,4,163
2025-03-23,P148,LED Bulb V1,Home,154,2,6,158
2025-03-23,P157,Phone Case V1,Accessories,373,2,5,376
2025-03-24,P116,Bluetooth Speaker V2,Electronics,206,3,5,208
2025-03-24,P117,Bluetooth Speaker V3,Electronics,189,2,2,189
2025-03-24,P125,Desk Lamp V2,Office,268,2,3,269
2025-03-24,P145,Cushion V1,Home,55,3,6,58
2025-03-24,P158,Phone Case V2,Accessories,332,1,3,334
2025-03-25,P135,Stapler V3,Office,268,1,8,275
2025-03-25,P144,Table Clock V3,Home,190,3,6,193
2025-03-25,P152,Cleaning Kit V2,Home,140,3,4,141
2025-03-25,P162,Charging Cable V3,Accessories,186,1,4,189
2025-03-25,P177,Tea V3,Grocery,171,3,5,173
2025-03-26,P107,Headphones V2,Electronics,65,2,5,68
2025-03-26,P139,Storage Box V1,Home,90,4,9,95
2025-03-26,P152,Cleaning Kit V2,Home,125,2,3,126
2025-03-27,P111,USB Hub V3,Electronics,410,1,5,414
2025-03-27,P130,File Folder V1,Office,384,4,9,389
2025-03-27,P139,Storage Box V1,Home,116,3,6,119
2025-03-27,P157,Phone Case V1,Accessories,361,1,4,364
2025-03-27,P163,Power Bank V1,Accessories,341,3,5,343
2025-03-27,P167,Desk Mat V2,Accessories,300,2,2,300
2025-03-27,P168,Desk Mat V3,Accessories,441,3,4,442
2025-03-27,P174,Coffee V3,Grocery,155,1,7,161
2025-03-27,P177,Tea V3,Grocery,160,1,2,161
2025-03-28,P117,Bluetooth Speaker V3,Electronics,275,3,4,276
2025-03-28,P127,Printer Paper V1,Office,404,2,4,406
2025-03-28,P140,Storage Box V2,Home,129,4,5,130
2025-03-28,P151,Cleaning Kit V1,Home,228,2,4,230
2025-03-28,P170,Travel Pouch V2,Accessories,221,2,2,221
2025-03-29,P101,Wireless Mouse V2,Electronics,280,3,6,283
2025-03-29,P141,Storage Box V3,Home,341,1,1,341
2025-03-29,P179,Biscuits V2,Grocery,244,2,3,245
2025-03-30,P137,Water Bottle V2,Home,129,1,4,132
2025-03-30,P162,Charging Cable V3,Accessories,178,1,4,181
2025-03-30,P171,Travel Pouch V3,Accessories,233,4,3,232
2025-03-30,P173,Coffee V2,Grocery,214,1,5,218
2025-03-31,P129,Printer Paper V3,Office,281,2,6,285
2025-03-31,P133,Stapler V1,Office,81,3,7,85
2025-03-31,P157,Phone Case V1,Accessories,332,3,5,334
2025-03-31,P165,Power Bank V3,Accessories,156,3,6,159
2025-03-31,P179,Biscuits V2,Grocery,213,3,2,212
2025-04-01,P103,Keyboard V1,Electronics,240,3,5,242
2025-04-01,P109,USB Hub V1,Electronics,165,3,2,164
2025-04-01,P120,Notebook V3,Office,168,6,6,168
2025-04-01,P171,Travel Pouch V3,Accessories,213,1,5,217
2025-04-02,P100,Wireless Mouse V1,Electronics,171,1,7,177
2025-04-02,P101,Wireless Mouse V2,Electronics,275,6,7,276
2025-04-02,P106,Headphones V1,Electronics,291,3,4,292
2025-04-02,P108,Headphones V3,Electronics,337,2,0,335
2025-04-02,P122,Office Chair V2,Office,172,3,2,171
2025-04-03,P113,Webcam V2,Electronics,170,4,6,172
2025-04-03,P120,Notebook V3,Office,127,5,2,124
2025-04-03,P128,Printer Paper V2,Office,193,4,1,190
2025-04-03,P130,File Folder V1,Office,370,2,4,372
2025-04-03,P135,Stapler V3,Office,381,5,5,381
2025-04-03,P154,Laptop Bag V1,Accessories,418,4,1,415
2025-04-03,P156,Laptop Bag V3,Accessories,372,1,3,374
2025-04-03,P165,Power Bank V3,Accessories,111,4,3,110
2025-04-03,P174,Coffee V3,Grocery,223,2,1,222
2025-04-04,P140,Storage Box V2,Home,124,1,2,125
2025-04-04,P153,Cleaning Kit V3,Home,426,5,12,433
2025-04-04,P176,Tea V2,Grocery,317,1,6,322
2025-04-05,P102,Wireless Mouse V3,Electronics,346,1,4,349
2025-04-05,P107,Headphones V2,Electronics,169,3,7,173
2025-04-05,P110,USB Hub V2,Electronics,263,3,5,265
2025-04-05,P114,Webcam V3,Electronics,344,2,5,347
2025-04-05,P133,Stapler V1,Office,148,2,5,151
2025-04-05,P141,Storage Box V3,Home,215,1,5,219
2025-04-05,P161,Charging Cable V2,Accessories,288,2,6,292
2025-04-06,P114,Webcam V3,Electronics,426,3,4,427
2025-04-06,P129,Printer Paper V3,Office,246,1,7,252
2025-04-06,P137,Water Bottle V2,Home,138,2,6,142
2025-04-06,P147,Cushion V3,Home,225,7,6,224
2025-04-07,P104,Keyboard V2,Electronics,330,1,1,330
2025-04-07,P116,Bluetooth Speaker V2,Electronics,201,3,4,202
2025-04-07,P129,Printer Paper V3,Office,331,1,1,331
2025-04-07,P136,Water Bottle V1,Home,243,2,3,244
2025-04-07,P147,Cushion V3,Home,249,2,5,252
2025-04-07,P150,LED Bulb V3,Home,188,1,5,192
2025-04-07,P155,Laptop Bag V2,Accessories,252,1,0,251
2025-04-07,P159,Phone Case V3,Accessories,299,1,4,302
2025-04-07,P179,Biscuits V2,Grocery,168,4,6,170
2025-04-08,P123,Office Chair V3,Office,63,2,5,66
2025-04-08,P148,LED Bulb V1,Home,160,2,6,164
2025-04-08,P169,Travel Pouch V1,Accessories,262,2,6,266
2025-04-08,P175,Tea V1,Grocery,137,2,8,143
2025-04-08,P177,Tea V3,Grocery,84,2,4,86
2025-04-09,P125,Desk Lamp V2,Office,244,2,3,245
2025-04-09,P149,LED Bulb V2,Home,136,5,2,133
2025-04-09,P179,Biscuits V2,Grocery,193,3,2,192
2025-04-10,P104,Keyboard V2,Electronics,389,2,5,392
2025-04-10,P110,USB Hub V2,Electronics,316,2,3,317
2025-04-10,P111,USB Hub V3,Electronics,310,1,2,311
2025-04-10,P112,Webcam V1,Electronics,369,1,1,369
2025-04-10,P128,Printer Paper V2,Office,168,1,3,170
2025-04-10,P134,Stapler V2,Office,196,4,4,196
2025-04-10,P147,Cushion V3,Home,332,1,2,333
2025-04-10,P152,Cleaning Kit V2,Home,99,1,6,104
2025-04-11,P112,Webcam V1,Electronics,319,5,2,316
2025-04-11,P124,Desk Lamp V1,Office,182,1,2,183
2025-04-11,P127,Printer Paper V1,Office,324,7,5,322
2025-04-11,P135,Stapler V3,Office,269,8,4,265
2025-04-12,P103,Keyboard V1,Electronics,180,2,8,186
2025-04-12,P170,Travel Pouch V2,Accessories,144,1,2,145
2025-04-12,P177,Tea V3,Grocery,186,3,4,187
2025-04-13,P102,Wireless Mouse V3,Electronics,295,1,7,301
2025-04-13,P106,Headphones V1,Electronics,295,1,5,299
2025-04-13,P118,Notebook V1,Office,257,2,1,256
2025-04-13,P120,Notebook V3,Office,100,5,3,98
2025-04-13,P175,Tea V1,Grocery,139,2,8,145
2025-04-14,P116,Bluetooth Speaker V2,Electronics,245,1,6,250
2025-04-14,P118,Notebook V1,Office,373,3,2,372
2025-04-14,P127,Printer Paper V1,Office,336,2,3,337
2025-04-14,P132,File Folder V3,Office,349,1,6,354
2025-04-14,P134,Stapler V2,Office,295,2,7,300
2025-04-14,P145,Cushion V1,Home,161,4,3,160
2025-04-14,P147,Cushion V3,Home,219,1,2,220
2025-04-14,P173,Coffee V2,Grocery,232,1,5,236
2025-04-14,P176,Tea V2,Grocery,312,1,4,315
2025-04-15,P105,Keyboard V3,Electronics,110,2,0,108
2025-04-15,P117,Bluetooth Speaker V3,Electronics,322,1,3,324
2025-04-15,P118,Notebook V1,Office,290,1,4,293
2025-04-15,P131,File Folder V2,Office,188,2,3,189
2025-04-15,P132,File Folder V3,Office,289,4,3,288
2025-04-15,P143,Table Clock V2,Home,128,1,1,128
2025-04-15,P146,Cushion V2,Home,362,1,3,364
2025-04-15,P161,Charging Cable V2,Accessories,304,3,4,305
2025-04-15,P166,Desk Mat V1,Accessories,74,1,8,81
2025-04-16,P131,File Folder V2,Office,257,2,6,261
2025-04-16,P136,Water Bottle V1,Home,251,1,4,254
2025-04-16,P169,Travel Pouch V1,Accessories,293,1,2,294
2025-04-17,P102,Wireless Mouse V3,Electronics,352,2,2,352
2025-04-17,P107,Headphones V2,Electronics,98,1,6,103
2025-04-17,P123,Office Chair V3,Office,141,3,5,143
2025-04-17,P131,File Folder V2,Office,259,2,1,258
2025-04-17,P135,Stapler V3,Office,289,5,2,286
2025-04-17,P147,Cushion V3,Home,272,1,4,275
2025-04-17,P168,Desk Mat V3,Accessories,397,2,6,401
2025-04-17,P169,Travel Pouch V1,Accessories,208,3,3,208
2025-04-18,P105,Keyboard V3,Electronics,133,3,4,134
2025-04-18,P108,Headphones V3,Electronics,415,1,5,419
2025-04-18,P109,USB Hub V1,Electronics,207,3,3,207
2025-04-18,P119,Notebook V2,Office,293,3,2,292
2025-04-18,P122,Office Chair V2,Office,149,2,1,148
2025-04-18,P149,LED Bulb V2,Home,79,3,3,79
2025-04-19,P100,Wireless Mouse V1,Electronics,180,1,5,184
2025-04-19,P116,Bluetooth Speaker V2,Electronics,210,5,2,207
2025-04-19,P117,Bluetooth Speaker V3,Electronics,199,5,3,197
2025-04-19,P127,Printer Paper V1,Office,400,1,4,403
2025-04-19,P137,Water Bottle V2,Home,130,1,4,133
2025-04-19,P156,Laptop Bag V3,Accessories,335,2,5,338
2025-04-20,P110,USB Hub V2,Electronics,285,4,2,283
2025-04-20,P115,Bluetooth Speaker V1,Electronics,344,2,2,344
2025-04-20,P125,Desk Lamp V2,Office,323,3,3,323
2025-04-20,P148,LED Bulb V1,Home,157,3,3,157
2025-04-20,P153,Cleaning Kit V3,Home,301,2,5,304
2025-04-20,P160,Charging Cable V1,Accessories,352,3,6,355
2025-04-20,P172,Coffee V1,Grocery,112,3,10,119
2025-04-20,P173,Coffee V2,Grocery,240,1,5,244
2025-04-21,P126,Desk Lamp V3,Office,288,1,1,288
2025-04-21,P134,Stapler V2,Office,212,6,2,208
2025-04-21,P137,Water Bottle V2,Home,185,2,2,185
2025-04-22,P132,File Folder V3,Office,219,1,5,223
2025-04-22,P148,LED Bulb V1,Home,262,1,5,266
2025-04-22,P163,Power Bank V1,Accessories,306,1,4,309
2025-04-23,P146,Cushion V2,Home,296,2,2,296
2025-04-24,P110,USB Hub V2,Electronics,387,3,4,388
2025-04-24,P133,Stapler V1,Office,170,1,4,173
2025-04-24,P139,Storage Box V1,Home,89,1,1,89
2025-04-24,P157,Phone Case V1,Accessories,320,2,3,321
2025-04-24,P159,Phone Case V3,Accessories,242,3,5,244
2025-04-25,P106,Headphones V1,Electronics,381,2,1,380
2025-04-25,P118,Notebook V1,Office,303,2,3,304
2025-04-25,P123,Office Chair V3,Office,118,2,3,119
2025-04-25,P147,Cushion V3,Home,292,2,3,293
2025-04-25,P156,Laptop Bag V3,Accessories,317,9,1,309
2025-04-25,P159,Phone Case V3,Accessories,288,6,1,283
2025-04-25,P170,Travel Pouch V2,Accessories,229,5,6,230
2025-04-25,P175,Tea V1,Grocery,117,1,5,121
2025-04-26,P105,Keyboard V3,Electronics,108,2,4,110
2025-04-26,P126,Desk Lamp V3,Office,299,2,5,302
2025-04-26,P135,Stapler V3,Office,354,1,5,358
2025-04-26,P147,Cushion V3,Home,267,1,0,266
2025-04-26,P152,Cleaning Kit V2,Home,236,2,5,239
2025-04-26,P166,Desk Mat V1,Accessories,195,2,6,199
2025-04-27,P143,Table Clock V2,Home,158,1,4,161
2025-04-27,P165,Power Bank V3,Accessories,109,1,1,109
2025-04-27,P171,Travel Pouch V3,Accessories,270,2,8,276
2025-04-28,P155,Laptop Bag V2,Accessories,257,3,1,255
2025-04-29,P114,Webcam V3,Electronics,313,3,3,313
2025-04-29,P116,Bluetooth Speaker V2,Electronics,302,3,2,301
2025-04-29,P117,Bluetooth Speaker V3,Electronics,207,10,1,198
2025-04-29,P125,Desk Lamp V2,Office,318,1,6,323
2025-04-29,P136,Water Bottle V1,Home,229,1,7,235
2025-04-29,P138,Water Bottle V3,Home,162,2,4,164
2025-04-29,P153,Cleaning Kit V3,Home,413,1,5,417
2025-04-29,P164,Power Bank V2,Accessories,233,2,5,236
2025-04-30,P152,Cleaning Kit V2,Home,217,3,4,218
2025-04-30,P153,Cleaning Kit V3,Home,436,4,4,436
2025-04-30,P157,Phone Case V1,Accessories,374,3,2,373
2025-04-30,P164,Power Bank V2,Accessories,203,2,6,207
2025-05-01,P103,Keyboard V1,Electronics,287,1,4,290
2025-05-01,P104,Keyboard V2,Electronics,349,3,9,355
2025-05-01,P120,Notebook V3,Office,109,6,3,106
2025-05-01,P136,Water Bottle V1,Home,270,1,2,271
2025-05-01,P138,Water Bottle V3,Home,138,1,6,143
2025-05-01,P160,Charging Cable V1,Accessories,429,2,3,430
2025-05-02,P114,Webcam V3,Electronics,323,1,0,322
2025-05-02,P127,Printer Paper V1,Office,383,2,7,388
2025-05-02,P128,Printer Paper V2,Office,217,4,2,215
2025-05-02,P130,File Folder V1,Office,314,1,6,319
2025-05-02,P137,Water Bottle V2,Home,55,4,3,54
2025-05-02,P158,Phone Case V2,Accessories,305,3,5,307
2025-05-02,P163,Power Bank V1,Accessories,351,4,3,350
2025-05-02,P174,Coffee V3,Grocery,271,3,7,275
2025-05-03,P101,Wireless Mouse V2,Electronics,169,1,5,173
2025-05-03,P105,Keyboard V3,Electronics,127,3,5,129
2025-05-03,P152,Cleaning Kit V2,Home,168,4,3,167
2025-05-03,P157,Phone Case V1,Accessories,239,2,5,242
2025-05-03,P159,Phone Case V3,Accessories,298,4,12,306
2025-05-03,P176,Tea V2,Grocery,373,2,0,371
2025-05-04,P115,Bluetooth Speaker V1,Electronics,349,4,4,349
2025-05-04,P124,Desk Lamp V1,Office,290,4,7,293
2025-05-04,P141,Storage Box V3,Home,347,4,2,345
2025-05-04,P142,Table Clock V1,Home,208,1,5,212
2025-05-04,P157,Phone Case V1,Accessories,258,2,4,260
2025-05-05,P112,Webcam V1,Electronics,348,4,4,348
2025-05-05,P121,Office Chair V1,Office,358,3,4,359
2025-05-05,P129,Printer Paper V3,Office,204,1,3,206
2025-05-05,P134,Stapler V2,Office,221,1,4,224
2025-05-05,P137,Water Bottle V2,Home,192,2,6,196
2025-05-05,P143,Table Clock V2,Home,132,1,0,131
2025-05-05,P167,Desk Mat V2,Accessories,216,2,8,222
2025-05-05,P176,Tea V2,Grocery,271,2,2,271
2025-05-06,P132,File Folder V3,Office,207,2,1,206
2025-05-06,P133,Stapler V1,Office,80,3,5,82
2025-05-06,P138,Water Bottle V3,Home,200,3,3,200
2025-05-06,P150,LED Bulb V3,Home,121,4,8,125
2025-05-06,P160,Charging Cable V1,Accessories,319,1,8,326
2025-05-06,P170,Travel Pouch V2,Accessories,250,6,6,250
2025-05-07,P113,Webcam V2,Electronics,193,2,3,194
2025-05-07,P123,Office Chair V3,Office,84,2,1,83
2025-05-07,P134,Stapler V2,Office,279,3,5,281
2025-05-07,P175,Tea V1,Grocery,232,4,2,230
2025-05-08,P110,USB Hub V2,Electronics,286,1,6,291
2025-05-08,P128,Printer Paper V2,Office,180,3,4,181
2025-05-08,P170,Travel Pouch V2,Accessories,204,1,1,204
2025-05-09,P115,Bluetooth Speaker V1,Electronics,277,1,0,276
2025-05-09,P122,Office Chair V2,Office,88,8,1,81
2025-05-09,P140,Storage Box V2,Home,181,1,2,182
2025-05-09,P144,Table Clock V3,Home,257,7,4,254
2025-05-09,P164,Power Bank V2,Accessories,247,1,3,249
2025-05-10,P116,Bluetooth Speaker V2,Electronics,257,1,2,258
2025-05-10,P120,Notebook V3,Office,120,4,6,122
2025-05-10,P140,Storage Box V2,Home,138,1,2,139
2025-05-10,P143,Table Clock V2,Home,112,1,6,117
2025-05-10,P159,Phone Case V3,Accessories,290,1,6,295
2025-05-10,P167,Desk Mat V2,Accessories,303,3,7,307
2025-05-10,P179,Biscuits V2,Grocery,277,2,3,278
2025-05-11,P107,Headphones V2,Electronics,163,2,1,162
2025-05-11,P134,Stapler V2,Office,240,6,6,240
2025-05-11,P139,Storage Box V1,Home,70,3,5,72
2025-05-11,P144,Table Clock V3,Home,198,5,3,196
2025-05-11,P158,Phone Case V2,Accessories,201,2,3,202
2025-05-11,P169,Travel Pouch V1,Accessories,274,1,3,276
2025-05-12,P100,Wireless Mouse V1,Electronics,180,1,2,181
2025-05-12,P114,Webcam V3,Electronics,361,2,3,362
2025-05-12,P122,Office Chair V2,Office,224,4,2,222
2025-05-12,P135,Stapler V3,Office,317,8,2,311
2025-05-12,P147,Cushion V3,Home,336,2,2,336
2025-05-12,P159,Phone Case V3,Accessories,316,1,4,319
2025-05-12,P170,Travel Pouch V2,Accessories,174,1,4,177
2025-05-12,P175,Tea V1,Grocery,170,2,3,171
2025-05-12,P176,Tea V2,Grocery,388,3,5,390
2025-05-13,P113,Webcam V2,Electronics,163,1,6,168
2025-05-13,P143,Table Clock V2,Home,201,3,2,200
2025-05-13,P144,Table Clock V3,Home,254,7,7,254
2025-05-13,P154,Laptop Bag V1,Accessories,309,1,4,312
2025-05-13,P156,Laptop Bag V3,Accessories,302,3,6,305
2025-05-13,P160,Charging Cable V1,Accessories,341,1,6,346
2025-05-13,P163,Power Bank V1,Accessories,434,3,1,432
2025-05-13,P168,Desk Mat V3,Accessories,356,3,5,358
2025-05-14,P107,Headphones V2,Electronics,116,1,2,117
2025-05-14,P111,USB Hub V3,Electronics,338,4,3,337
2025-05-14,P144,Table Clock V3,Home,221,1,6,226
2025-05-14,P161,Charging Cable V2,Accessories,291,4,11,298
2025-05-15,P169,Travel Pouch V1,Accessories,255,2,6,259
2025-05-16,P104,Keyboard V2,Electronics,349,1,8,356
2025-05-16,P123,Office Chair V3,Office,119,2,2,119
2025-05-16,P124,Desk Lamp V1,Office,237,2,6,241
2025-05-16,P136,Water Bottle V1,Home,196,4,4,196
2025-05-16,P141,Storage Box V3,Home,329,4,7,332
2025-05-16,P145,Cushion V1,Home,106,2,7,111
2025-05-16,P155,Laptop Bag V2,Accessories,268,2,3,269
2025-05-16,P157,Phone Case V1,Accessories,297,3,2,296
2025-05-16,P176,Tea V2,Grocery,335,1,7,341
2025-05-17,P103,Keyboard V1,Electronics,225,2,6,229
2025-05-17,P109,USB Hub V1,Electronics,213,4,4,213
2025-05-17,P120,Notebook V3,Office,156,1,3,158
2025-05-17,P121,Office Chair V1,Office,298,3,4,299
2025-05-17,P137,Water Bottle V2,Home,65,3,5,67
2025-05-17,P140,Storage Box V2,Home,156,1,2,157
2025-05-17,P141,Storage Box V3,Home,308,2,6,312
2025-05-17,P147,Cushion V3,Home,341,6,5,340
2025-05-17,P149,LED Bulb V2,Home,55,2,6,59
2025-05-17,P154,Laptop Bag V1,Accessories,361,3,6,364
2025-05-18,P160,Charging Cable V1,Accessories,359,5,1,355
2025-05-19,P113,Webcam V2,Electronics,171,2,5,174
2025-05-19,P142,Table Clock V1,Home,129,2,6,133
2025-05-19,P161,Charging Cable V2,Accessories,348,5,4,347
2025-05-20,P111,USB Hub V3,Electronics,276,1,5,280
2025-05-20,P114,Webcam V3,Electronics,399,1,2,400
2025-05-20,P119,Notebook V2,Office,220,1,4,223
2025-05-20,P125,Desk Lamp V2,Office,253,3,5,255
2025-05-20,P172,Coffee V1,Grocery,168,1,2,169
2025-05-21,P129,Printer Paper V3,Office,333,4,1,330
2025-05-21,P158,Phone Case V2,Accessories,191,3,3,191
2025-05-21,P174,Coffee V3,Grocery,215,2,3,216
2025-05-21,P175,Tea V1,Grocery,215,2,2,215
2025-05-22,P118,Notebook V1,Office,331,4,1,328
2025-05-22,P119,Notebook V2,Office,359,4,7,362
2025-05-22,P120,Notebook V3,Office,165,1,3,167
2025-05-22,P129,Printer Paper V3,Office,326,2,2,326
2025-05-22,P135,Stapler V3,Office,365,1,3,367
2025-05-22,P151,Cleaning Kit V1,Home,125,1,5,129
2025-05-22,P158,Phone Case V2,Accessories,218,2,10,226
2025-05-22,P171,Travel Pouch V3,Accessories,206,1,3,208
2025-05-23,P104,Keyboard V2,Electronics,330,1,5,334
2025-05-23,P107,Headphones V2,Electronics,175,6,5,174
2025-05-23,P135,Stapler V3,Office,394,1,7,400
2025-05-23,P150,LED Bulb V3,Home,268,3,3,268
2025-05-23,P165,Power Bank V3,Accessories,91,2,3,92
2025-05-24,P100,Wireless Mouse V1,Electronics,212,2,7,217
2025-05-24,P121,Office Chair V1,Office,354,3,2,353
2025-05-24,P129,Printer Paper V3,Office,229,4,3,228
2025-05-24,P137,Water Bottle V2,Home,94,1,2,95
2025-05-24,P167,Desk Mat V2,Accessories,297,1,6,302
2025-05-24,P177,Tea V3,Grocery,107,3,5,109
2025-05-25,P113,Webcam V2,Electronics,93,5,1,89
2025-05-25,P129,Printer Paper V3,Office,283,4,5,284
2025-05-25,P131,File Folder V2,Office,205,4,3,204
2025-05-25,P134,Stapler V2,Office,233,2,6,237
2025-05-25,P168,Desk Mat V3,Accessories,401,2,3,402
2025-05-25,P171,Travel Pouch V3,Accessories,273,6,4,271
2025-05-25,P173,Coffee V2,Grocery,355,1,1,355
2025-05-25,P177,Tea V3,Grocery,79,4,4,79
2025-05-26,P100,Wireless Mouse V1,Electronics,174,1,8,181
2025-05-26,P142,Table Clock V1,Home,213,2,4,215
2025-05-27,P116,Bluetooth Speaker V2,Electronics,344,1,3,346
2025-05-27,P135,Stapler V3,Office,289,3,4,290
2025-05-27,P138,Water Bottle V3,Home,176,2,8,182
2025-05-27,P142,Table Clock V1,Home,96,2,4,98
2025-05-27,P154,Laptop Bag V1,Accessories,318,1,3,320
2025-05-27,P155,Laptop Bag V2,Accessories,283,1,4,286
2025-05-27,P166,Desk Mat V1,Accessories,124,2,6,128
2025-05-27,P170,Travel Pouch V2,Accessories,186,2,2,186
2025-05-27,P179,Biscuits V2,Grocery,296,1,11,306
2025-05-28,P124,Desk Lamp V1,Office,226,2,3,227
2025-05-28,P142,Table Clock V1,Home,204,2,2,204
2025-05-28,P150,LED Bulb V3,Home,164,4,3,163
2025-05-28,P159,Phone Case V3,Accessories,223,3,4,224
2025-05-28,P171,Travel Pouch V3,Accessories,299,1,6,304
2025-05-28,P177,Tea V3,Grocery,102,1,2,103
2025-05-29,P100,Wireless Mouse V1,Electronics,263,1,6,268
2025-05-29,P108,Headphones V3,Electronics,338,8,7,337
2025-05-29,P122,Office Chair V2,Office,196,2,6,200
2025-05-29,P133,Stapler V1,Office,113,1,3,115
2025-05-29,P159,Phone Case V3,Accessories,202,1,4,205
2025-05-29,P164,Power Bank V2,Accessories,275,5,2,272
2025-05-29,P172,Coffee V1,Grocery,173,1,3,175
2025-05-30,P100,Wireless Mouse V1,Electronics,133,4,5,134
2025-05-30,P128,Printer Paper V2,Office,172,1,3,174
2025-05-30,P141,Storage Box V3,Home,254,1,4,257
2025-05-30,P155,Laptop Bag V2,Accessories,283,1,3,285
2025-05-30,P158,Phone Case V2,Accessories,217,2,3,218
2025-05-30,P163,Power Bank V1,Accessories,364,3,2,363
2025-05-30,P166,Desk Mat V1,Accessories,178,1,9,186
2025-05-30,P168,Desk Mat V3,Accessories,316,1,6,321
2025-05-31,P108,Headphones V3,Electronics,370,2,8,376
2025-05-31,P121,Office Chair V1,Office,333,1,4,336
2025-05-31,P125,Desk Lamp V2,Office,327,3,5,329
2025-05-31,P173,Coffee V2,Grocery,354,2,8,360
2025-06-01,P114,Webcam V3,Electronics,323,3,6,326
2025-06-01,P122,Office Chair V2,Office,98,2,5,101
2025-06-01,P156,Laptop Bag V3,Accessories,300,6,1,295
2025-06-01,P164,Power Bank V2,Accessories,228,1,7,234
2025-06-02,P113,Webcam V2,Electronics,202,2,4,204
2025-06-02,P156,Laptop Bag V3,Accessories,431,2,5,434
2025-06-02,P161,Charging Cable V2,Accessories,237,3,5,239
2025-06-04,P110,USB Hub V2,Electronics,355,1,5,359
2025-06-04,P134,Stapler V2,Office,246,1,3,248
2025-06-04,P144,Table Clock V3,Home,172,4,4,172
2025-06-04,P149,LED Bulb V2,Home,77,3,3,77
2025-06-04,P161,Charging Cable V2,Accessories,328,1,8,335
2025-06-04,P168,Desk Mat V3,Accessories,352,3,7,356
2025-06-05,P112,Webcam V1,Electronics,261,2,2,261
2025-06-05,P115,Bluetooth Speaker V1,Electronics,272,4,2,270
2025-06-05,P123,Office Chair V3,Office,112,2,0,110
2025-06-05,P124,Desk Lamp V1,Office,321,2,4,323
